"anio","jurisdiccion_de_residencia_id","jurisdicion_residencia_nombre","cie10_causa_id","cie10_clasificacion","sexo_id","Sexo","muerte_materna_id","muerte_materna_clasificacion","grupo_edad","cantidad"
2010,54,"Misiones","G80","Parálisis cerebral",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2020,54,"Misiones","A50","Sífilis congénita",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2012,6,"Buenos Aires","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",19
2008,14,"Córdoba","P91","Otras alteraciones cerebrales del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2014,54,"Misiones","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",8
2008,18,"Corrientes","A50","Sífilis congénita",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,50,"Mendoza","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,82,"Santa Fe","Q21","Malformaciones congénitas de los tabiques cardíacos",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,54,"Misiones","G12","Atrofia muscular espinal y síndromes afines",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2009,66,"Salta","A50","Sífilis congénita",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,6,"Buenos Aires","A50","Sífilis congénita",1,"masculino",NA,NA,"01.De a 0  a 14 anios",6
2016,6,"Buenos Aires","E84","Fibrosis quística",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,90,"Tucumán","J69","Neumonitis debida a sólidos y líquidos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",6
2014,50,"Mendoza","J84","Otras enfermedades pulmonares intersticiales",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,14,"Córdoba","A50","Sífilis congénita",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,14,"Córdoba","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2016,86,"Santiago del Estero","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,82,"Santa Fe","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2014,14,"Córdoba","J98","Otros trastornos respiratorios",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,58,"Neuquén","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,86,"Santiago del Estero","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",14
2020,54,"Misiones","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,62,"Río Negro","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2013,86,"Santiago del Estero","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,14,"Córdoba","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",24
2013,70,"San Juan","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","E84","Fibrosis quística",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","A50","Sífilis congénita",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2010,50,"Mendoza","W23","Atrapado, aplastado, trabado o apretado en o entre objetos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,50,"Mendoza","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,78,"Santa Cruz","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,58,"Neuquén","E88","Otros trastornos metabólicos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,54,"Misiones","I27","Otras enfermedades cardiopulmonares",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,30,"Entre Ríos","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,86,"Santiago del Estero","J20","Bronquitis aguda",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,2,"Ciudad Autónoma de Buenos Aires","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2007,6,"Buenos Aires","I50","Insuficiencia cardíaca",1,"masculino","",NA,"01.De a 0  a 14 anios",16
2012,18,"Corrientes","A41","Otras Sepsis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,82,"Santa Fe","E23","Hipofunción y otros trastornos de la glándula hipófisis",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,46,"La Rioja","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","P22","Dificultad respiratoria del recién nacido",9,"desconocido","",NA,"01.De a 0  a 14 anios",1
2011,78,"Santa Cruz","Y34","Evento no especificado, de intención no determinada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,6,"Buenos Aires","E44","Desnutrición proteicocalórica de grado moderado y leve",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","I42","Cardiomiopatía",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","E84","Fibrosis quística",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2016,22,"Chaco","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,14,"Córdoba","E84","Fibrosis quística",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,50,"Mendoza","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,2,"Ciudad Autónoma de Buenos Aires","Q90","Síndrome de Down",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,34,"Formosa","R95","Síndrome de la muerte súbita infantil",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2016,78,"Santa Cruz","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2013,90,"Tucumán","R99","Otras causas mal definidas y las no especificadas de mortalidad",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,82,"Santa Fe","I27","Otras enfermedades cardiopulmonares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2011,14,"Córdoba","P29","Trastornos cardiovasculares originados en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,99,"Sin Información","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2007,86,"Santiago del Estero","P91","Otras alteraciones cerebrales del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,90,"Tucumán","P21","Asfixia del nacimiento",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,70,"San Juan","W78","Inhalación de contenidos gástricos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,2,"Ciudad Autónoma de Buenos Aires","P96","Otras afecciones originadas en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,14,"Córdoba","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,90,"Tucumán","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2013,90,"Tucumán","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,66,"Salta","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",3,"indeterminado","",NA,"01.De a 0  a 14 anios",1
2013,22,"Chaco","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2018,62,"Río Negro","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,90,"Tucumán","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,82,"Santa Fe","W67","Ahogamiento y sumersión mientras se está en una piscina",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,90,"Tucumán","A37","Tos ferina [tos convulsiva]",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","E88","Otros trastornos metabólicos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2019,22,"Chaco","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,2,"Ciudad Autónoma de Buenos Aires","A50","Sífilis congénita",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,18,"Corrientes","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,34,"Formosa","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2005,6,"Buenos Aires","B00","Infecciones herpética [herpes simple]",2,"femenino"," ",NA,"01.De a 0  a 14 anios",2
2007,10,"Catamarca","J98","Otros trastornos respiratorios",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2020,18,"Corrientes","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,14,"Córdoba","G12","Atrofia muscular espinal y síndromes afines",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,62,"Río Negro","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,46,"La Rioja","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,22,"Chaco","K72","Insuficiencia hepática, no clasificada en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,86,"Santiago del Estero","P96","Otras afecciones originadas en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","G12","Atrofia muscular espinal y síndromes afines",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2013,78,"Santa Cruz","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,30,"Entre Ríos","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,86,"Santiago del Estero","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2011,42,"La Pampa","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,14,"Córdoba","G04","Encefalitis, mielitis y encefalomielitis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,58,"Neuquén","W78","Inhalación de contenidos gástricos",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,82,"Santa Fe","E88","Otros trastornos metabólicos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,6,"Buenos Aires","X09","Exposición a humos, fuegos o llamas no especificados",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,50,"Mendoza","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2019,66,"Salta","A50","Sífilis congénita",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","D18","Hemangioma y linfangioma de cualquier sitio",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,6,"Buenos Aires","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,2,"Ciudad Autónoma de Buenos Aires","B37","Candidiasis",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,18,"Corrientes","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,82,"Santa Fe","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,62,"Río Negro","R95","Síndrome de la muerte súbita infantil",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2021,58,"Neuquén","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2005,22,"Chaco","E43","Desnutrición proteicocalórica severa, no especificada",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2019,34,"Formosa","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2020,54,"Misiones","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,82,"Santa Fe","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2017,38,"Jujuy","A50","Sífilis congénita",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,54,"Misiones","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",9
2021,70,"San Juan","K65","Peritonitis",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,82,"Santa Fe","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,22,"Chaco","A50","Sífilis congénita",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,10,"Catamarca","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,66,"Salta","E43","Desnutrición proteicocalórica severa, no especificada",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","C91","Leucemia linfoide",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","W84","Obstrucción no especificada de la respiración",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2007,6,"Buenos Aires","Q04","Otras malformaciones congénitas del encéfalo",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,30,"Entre Ríos","G00","Meningitis bacteriana, no clasificada en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,90,"Tucumán","Q33","Malformaciones congénitas del pulmón",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",28
2020,86,"Santiago del Estero","B25","Enfermedad debida a virus citomegálico",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,58,"Neuquén","J21","Bronquiolitis aguda",1,"masculino"," ",NA,"01.De a 0  a 14 anios",2
2014,6,"Buenos Aires","X09","Exposición a humos, fuegos o llamas no especificados",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,74,"San Luis","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,6,"Buenos Aires","E84","Fibrosis quística",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2017,90,"Tucumán","P83","Otras afecciones de la piel especificas del feto y del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",33
2011,34,"Formosa","J69","Neumonitis debida a sólidos y líquidos",2,"femenino","",NA,"01.De a 0  a 14 anios",7
2009,90,"Tucumán","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","G95","Otras enfermedades de la médula espinal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","J98","Otros trastornos respiratorios",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","J22","Infección aguda no especificada de las vías respiratorias inferiores",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2014,82,"Santa Fe","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2010,6,"Buenos Aires","A50","Sífilis congénita",1,"masculino","",NA,"01.De a 0  a 14 anios",5
2018,50,"Mendoza","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2021,50,"Mendoza","E88","Otros trastornos metabólicos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2020,82,"Santa Fe","G80","Parálisis cerebral",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,2,"Ciudad Autónoma de Buenos Aires","P20","Hipoxia intrauterina",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2012,14,"Córdoba","P36","Sepsis bacteriana del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",12
2006,66,"Salta","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2008,22,"Chaco","Q90","Síndrome de Down",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2006,70,"San Juan","Q01","Encefalocele",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,54,"Misiones","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,18,"Corrientes","E86","Depleción del volumen",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,82,"Santa Fe","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,66,"Salta","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2009,6,"Buenos Aires","A41","Otras Sepsis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","C92","Leucemia mieloide",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,82,"Santa Fe","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",2
